Date,Price,PriceD,Open,OpenD,High,HighD,Low,LowD,Vol.,Change 
06/27/2025,6,173.13,6,150.70,6,187.68,6,132.35,0.52
06/26/2025,6,141.02,6,112.09,6,146.52,6,107.27,0.80
06/25/2025,6,092.16,6,104.23,6,108.51,6,080.09,0.00
06/24/2025,6,092.18,6,061.21,6,101.76,6,059.25,1.11
06/23/2025,6,025.17,5,969.67,6,028.77,5,943.23,0.96
06/20/2025,5,967.84,5,999.67,6,018.20,5,952.56,-0.22
06/18/2025,5,980.87,5,987.93,6,018.25,5,971.89,-0.03
06/17/2025,5,982.72,6,012.15,6,023.25,5,974.80,-0.84
06/16/2025,6,033.11,6,004.00,6,050.83,6,004.00,0.94
06/13/2025,5,976.97,6,000.56,6,026.16,5,963.21,-1.13
06/12/2025,6,045.26,6,009.90,6,045.43,6,003.88,0.38
06/11/2025,6,022.24,6,049.38,6,059.40,6,002.32,-0.27
06/10/2025,6,038.81,6,009.91,6,043.01,6,000.28,0.55
06/09/2025,6,005.88,6,004.63,6,021.31,5,994.18,0.09
06/06/2025,6,000.36,5,987.06,6,016.87,5,978.63,1.03
06/05/2025,5,939.30,5,985.67,5,999.70,5,921.20,-0.53
06/04/2025,5,970.81,5,978.94,5,990.48,5,966.11,0.01
06/03/2025,5,970.37,5,938.56,5,981.35,5,929.00,0.58
06/02/2025,5,935.94,5,896.68,5,937.40,5,861.43,0.41
05/30/2025,5,911.69,5,903.67,5,922.14,5,843.66,-0.01
05/29/2025,5,912.17,5,939.96,5,943.13,5,873.80,0.40
05/28/2025,5,888.55,5,925.54,5,939.92,5,881.88,-0.56
05/27/2025,5,921.54,5,854.07,5,924.33,5,854.07,2.05
05/23/2025,5,802.82,5,781.89,5,829.51,5,767.41,-0.67
05/22/2025,5,842.01,5,841.26,5,878.08,5,825.82,-0.04
05/21/2025,5,844.61,5,910.18,5,938.37,5,830.91,-1.61
05/20/2025,5,940.46,5,944.66,5,953.06,5,909.26,-0.39
05/19/2025,5,963.60,5,902.88,5,968.61,5,895.69,0.09
05/16/2025,5,958.38,5,929.09,5,958.62,5,907.36,0.70
05/15/2025,5,916.93,5,869.82,5,924.21,5,865.16,0.41
05/14/2025,5,892.58,5,896.74,5,906.55,5,872.11,0.10
05/13/2025,5,886.55,5,854.15,5,906.64,5,845.02,0.72
05/12/2025,5,844.19,5,807.20,5,845.37,5,786.08,3.26
05/09/2025,5,659.91,5,679.65,5,691.69,5,644.15,-0.07
05/08/2025,5,663.94,5,663.60,5,720.10,5,635.38,0.58
05/07/2025,5,631.28,5,614.18,5,654.73,5,578.64,0.43
05/06/2025,5,606.91,5,605.87,5,649.58,5,586.04,-0.77
05/05/2025,5,650.38,5,655.32,5,683.38,5,634.48,-0.64
05/02/2025,5,686.67,5,645.88,5,700.70,5,642.28,1.47
05/01/2025,5,604.14,5,625.14,5,658.91,5,597.35,0.63
04/30/2025,5,569.06,5,499.44,5,581.84,5,433.24,0.15
04/29/2025,5,560.83,5,508.87,5,571.95,5,505.70,0.58
04/28/2025,5,528.75,5,529.22,5,553.66,5,468.64,0.06
04/25/2025,5,525.21,5,489.73,5,528.11,5,455.86,0.74
04/24/2025,5,484.77,5,381.38,5,489.40,5,371.96,2.03
04/23/2025,5,375.86,5,395.92,5,469.69,5,356.17,1.67
04/22/2025,5,287.76,5,207.67,5,309.61,5,207.67,2.51
04/21/2025,5,158.20,5,232.94,5,232.94,5,101.63,-2.36
04/17/2025,5,282.70,5,305.45,5,328.31,5,255.58,0.13
04/16/2025,5,275.70,5,335.75,5,367.24,5,220.79,-2.24
04/15/2025,5,396.63,5,411.99,5,450.41,5,386.44,-0.17
04/14/2025,5,405.97,5,441.96,5,459.46,5,358.02,0.79
04/11/2025,5,363.36,5,255.56,5,381.46,5,220.77,1.81
04/10/2025,5,268.05,5,353.15,5,353.15,5,115.27,-3.46
04/09/2025,5,456.90,4,965.28,5,481.34,4,948.43,9.52
04/08/2025,4,982.77,5,193.57,5,267.47,4,910.42,-1.57
04/07/2025,5,062.25,4,953.79,5,246.57,4,835.04,-0.23
04/04/2025,5,074.08,5,292.14,5,292.14,5,069.90,-5.97
04/03/2025,5,396.52,5,492.74,5,499.53,5,390.83,-4.84
04/02/2025,5,670.97,5,580.76,5,695.31,5,571.48,0.67
04/01/2025,5,633.07,5,597.53,5,650.57,5,558.52,0.38
03/31/2025,5,611.85,5,527.91,5,627.56,5,488.73,0.55
03/28/2025,5,580.94,5,679.20,5,685.89,5,572.42,-1.97
03/27/2025,5,693.31,5,695.64,5,732.28,5,670.94,-0.33
03/26/2025,5,712.20,5,771.66,5,783.62,5,694.41,-1.12
